MP name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,First part of the Postcode,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Startup spend,Remaining startup budget,Wind-up maximum budget available,Reason for budget set,Windup spend,Remaining windup budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Did the MP rent their accommodation from another MP during this financial year?,Accommodation spend,Remaining budget,First part of the Postcode,Travel/subsistence max budget,Travel/subs spend,Other costs maximum budget available,Other spend,Subtotal of other parliamentary costs,Overall total spend for this financial year
"David Lidington","Aylesbury CC","","","£10,361.58","£0.00","","","","£120,844.96","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£131,206.54","","","","£12,404.00","£0.00","","Uncapped","£2,009.34","Uncapped","£0.00","£14,413.34","£145,619.88"
"David Mackintosh","Northampton South BC","","","£20,529.74","£0.00","","","","£111,774.26","£0.00","n/a","","£5,995.02","£0.00","n/a","","£0.00","£0.00","£138,299.02","","","","£17,748.76","£0.00","","Uncapped","£6,584.03","Uncapped","£0.00","£24,332.79","£162,631.81"
"David Morris","Morecambe and Lunesdale CC","","","£21,452.58","£0.00","","","","£106,509.75","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£127,962.33","","","","£15,144.43","£0.00","","Uncapped","£32,763.78","Uncapped","£0.00","£47,908.21","£175,870.54"
"David Mowat","Warrington South BC","","","£23,154.21","£0.00","","","","£139,771.42","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,925.63","","","","£0.00","£0.00","","Uncapped","£13,656.00","Uncapped","£0.00","£13,656.00","£176,581.63"
"David Mundell","Dumfriesshire, Clydesdale and Tweeddale CC","","","£22,610.91","£0.00","","","","£138,096.02","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£160,706.93","","","","£20,356.57","£0.00","","Uncapped","£15,448.92","Uncapped","£0.00","£35,805.49","£196,512.42"
"David Nuttall","Bury North BC","","","£18,011.29","£0.00","","","","£98,680.53","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£116,691.82","","","","£19,767.32","£0.00","","Uncapped","£4,572.70","Uncapped","£85.20","£24,425.22","£141,117.04"
"David Ruffley","Bury St Edmunds CC","","","£420.66","£0.00","","","","£5,411.36","£0.00","n/a","","£0.00","£0.00","n/a","","£3,433.80","£0.00","£9,265.82","","","","£0.00","£0.00","","Uncapped","£982.80","Uncapped","£265.19","£1,247.99","£10,513.81"
"David Rutley","Macclesfield CC","","","£12,228.96","£0.00","","","","£112,139.40","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£124,368.36","","","","£20,090.37","£0.00","","Uncapped","£7,581.06","Uncapped","£0.00","£27,671.43","£152,039.79"
"David Simpson","Upper Bann","","","£19,668.96","£0.00","","","","£127,795.96","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£147,464.92","","","","£18,535.06","£0.00","","Uncapped","£23,994.89","Uncapped","£0.00","£42,529.95","£189,994.87"
"David Tredinnick","Bosworth CC","","","£14,355.08","£0.00","","","","£139,466.78","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,821.86","","","","£20,410.00","£0.00","","Uncapped","£2,462.05","Uncapped","£0.00","£22,872.05","£176,693.91"
"David Warburton","Somerton and Frome CC","","","£14,491.95","£0.00","","","","£119,490.29","£0.00","n/a","","£4,069.96","£0.00","n/a","","£0.00","£0.00","£138,052.20","","","","£23,437.51","£0.00","","Uncapped","£7,500.10","Uncapped","£588.00","£31,525.61","£169,577.81"
"David Ward","Bradford East BC","","","£2,182.49","£0.00","","","","£17,086.29","£0.00","n/a","","£0.00","£0.00","n/a","","£50,800.41","£0.00","£70,069.19","","","","£0.00","£0.00","","Uncapped","£44.00","Uncapped","£119.10","£163.10","£70,232.29"
"David Willetts","Havant BC","","","£2,377.48","£0.00","","","","£37,255.95","£0.00","n/a","","£0.00","£0.00","n/a","","£29,356.66","£0.00","£68,990.09","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£68,990.09"
"David Winnick","Walsall North BC","","","£9,312.53","£0.00","","","","£61,751.70","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£71,064.23","","","","£9,655.65","£0.00","","Uncapped","£1,609.40","Uncapped","£0.00","£11,265.05","£82,329.28"
"David Wright","Telford BC","","","£451.85","£0.00","","","","£10,068.33","£0.00","n/a","","£0.00","£0.00","n/a","","£42,329.29","£0.00","£52,849.47","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£356.51","£356.51","£53,205.98"
"Dawn Butler","Brent Central BC","","","£23,827.17","£0.00","","","","£134,750.00","£0.00","n/a","","£5,651.31","£0.00","n/a","","£0.00","£0.00","£164,228.48","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£164,228.48"
"Dawn Primarolo","Bristol South BC","","","£1,211.00","£0.00","","","","£14,337.67","£0.00","n/a","","£0.00","£0.00","n/a","","£51,144.92","£0.00","£66,693.59","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£66,693.59"
"Debbie Abrahams","Oldham East and Saddleworth CC","","","£23,303.21","£0.00","","","","£148,232.86","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£171,536.07","","","","£20,600.00","£0.00","","Uncapped","£7,938.35","Uncapped","£0.00","£28,538.35","£200,074.42"
"Deidre Brock","Edinburgh North and Leith BC","","","£18,126.19","£0.00","","","","£103,543.56","£0.00","n/a","","£5,444.30","£0.00","n/a","","£0.00","£0.00","£127,114.05","","","","£19,278.85","£0.00","","Uncapped","£8,500.36","Uncapped","£0.00","£27,779.21","£154,893.26"
"Dennis Skinner","Bolsover CC","","","£271.20","£0.00","","","","£56,952.67","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£57,223.87","","","","£4,811.31","£0.00","","Uncapped","£4,998.75","Uncapped","£0.00","£9,810.06","£67,033.93"
"Derek Thomas","St Ives CC","","","£15,027.77","£0.00","","","","£97,557.21","£0.00","n/a","","£4,517.03","£0.00","n/a","","£0.00","£0.00","£117,102.01","","","","£14,237.30","£0.00","","Uncapped","£13,227.27","Uncapped","£0.00","£27,464.57","£144,566.58"
"Derek Twigg","Halton CC","","","£11,383.01","£0.00","","","","£80,986.75","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£92,369.76","","","","£17,260.18","£0.00","","Uncapped","£8,647.50","Uncapped","£0.00","£25,907.68","£118,277.44"
"Desmond Swayne","New Forest West CC","","","£5,411.54","£0.00","","","","£72,883.95","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£78,295.49","","","","£2,787.80","£0.00","","Uncapped","£542.85","Uncapped","£0.00","£3,330.65","£81,626.14"
"Diana Johnson","Kingston upon Hull North BC","","","£22,620.34","£0.00","","","","£139,057.06","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£161,677.40","","","","£9,986.83","£0.00","","Uncapped","£8,667.68","Uncapped","£0.00","£18,654.51","£180,331.91"
"Diane Abbott","Hackney North and Stoke Newington BC","","","£23,627.18","£0.00","","","","£146,258.50","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£169,885.68","","","","£0.00","£0.00","","Uncapped","£1,004.51","Uncapped","£0.00","£1,004.51","£170,890.19"
"Dominic Grieve","Beaconsfield CC","","","£18,278.89","£0.00","","","","£146,843.98","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£165,122.87","","","","£0.00","£0.00","","Uncapped","£2,352.92","Uncapped","£0.00","£2,352.92","£167,475.79"
"Dominic Raab","Esher and Walton BC","","","£4,791.56","£0.00","","","","£128,599.62","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,391.18","","","","£0.00","£0.00","","Uncapped","£20.70","Uncapped","£0.00","£20.70","£133,411.88"
"Don Foster","Bath BC","","","£1,280.56","£0.00","","","","£8,167.91","£0.00","n/a","","£0.00","£0.00","n/a","","£45,663.36","£0.00","£55,111.83","","","","£2,903.68","£0.00","","Uncapped","£1.05","Uncapped","£2,094.17","£4,998.90","£60,110.73"
"Douglas Alexander","Paisley and Renfrewshire South CC","","","£1,350.78","£0.00","","","","£5,223.20","£0.00","n/a","","£0.00","£0.00","n/a","","£51,274.21","£0.00","£57,848.19","","","","£0.00","£0.00","","Uncapped","£534.40","Uncapped","£0.00","£534.40","£58,382.59"
"Douglas Carswell","Clacton CC","","","£22,733.60","£0.00","","","","£135,551.51","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,285.11","","","","£12,700.53","£0.00","","Uncapped","£4,143.82","Uncapped","£1,196.38","£18,040.73","£176,325.84"
"Douglas Chapman","Dunfermline and West Fife CC","","","£16,008.49","£0.00","","","","£103,889.57","£0.00","n/a","","£5,754.49","£0.00","n/a","","£0.00","£0.00","£125,652.55","","","","£12,470.25","£0.00","","Uncapped","£31,491.16","Uncapped","£0.00","£43,961.41","£169,613.96"
"Drew Hendry","Inverness, Nairn, Badenoch and Strathspey CC","","","£21,363.93","£0.00","","","","£107,572.83","£0.00","n/a","","£1,932.87","£0.00","n/a","","£0.00","£0.00","£130,869.63","","","","£22,056.14","£0.00","","Uncapped","£26,036.93","Uncapped","£0.00","£48,093.07","£178,962.70"
"Duncan Hames","Chippenham CC","","","£1,518.08","£0.00","","","","£14,973.30","£0.00","n/a","","£0.00","£0.00","n/a","","£32,599.50","£0.00","£49,090.88","","","","£974.63","£0.00","","Uncapped","£157.65","Uncapped","£2,224.94","£3,357.22","£52,448.10"
"Ed Balls","Morley and Outwood CC","","","£2,921.83","£0.00","","","","£15,957.72","£0.00","n/a","","£0.00","£0.00","n/a","","£54,156.30","£0.00","£73,035.85","","","","£0.00","£0.00","","Uncapped","£380.00","Uncapped","£2,147.27","£2,527.27","£75,563.12"
"Edward Argar","Charnwood CC","","","£2,378.01","£0.00","","","","£44,628.30","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£47,006.31","","","","£15,841.98","£0.00","","Uncapped","£3,563.50","Uncapped","£0.00","£19,405.48","£66,411.79"
"Edward Davey","Kingston and Surbiton BC","","","£4,036.51","£0.00","","","","£14,406.85","£0.00","n/a","","£0.00","£0.00","n/a","","£81,294.96","£0.00","£99,738.32","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£99,738.32"
"Edward Garnier","Harborough CC","","","£12,948.38","£0.00","","","","£124,983.11","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£137,931.49","","","","£11,350.00","£0.00","","Uncapped","£5,019.35","Uncapped","£0.00","£16,369.35","£154,300.84"
"Edward Leigh","Gainsborough CC","","","£5,384.50","£0.00","","","","£126,162.45","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£131,546.95","","","","£3,768.44","£0.00","","Uncapped","£4,714.35","Uncapped","£0.00","£8,482.79","£140,029.74"
"Edward Miliband","Doncaster North CC","","","£17,371.99","£0.00","","","","£135,988.77","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,360.76","","","","£12,727.80","£0.00","","Uncapped","£4,560.85","Uncapped","£0.00","£17,288.65","£170,649.41"
"Edward Timpson","Crewe and Nantwich CC","","","£20,544.47","£0.00","","","","£102,109.89","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£122,654.36","","","","£0.00","£0.00","","Uncapped","£8,814.55","Uncapped","£0.00","£8,814.55","£131,468.91"
"Edward Vaizey","Wantage CC","","","£9,125.47","£0.00","","","","£111,130.62","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£120,256.09","","","","£2,598.95","£0.00","","Uncapped","£6,798.33","Uncapped","£120.00","£9,517.28","£129,773.37"
"Eilidh Whiteford","Banff and Buchan CC","","","£13,941.21","£0.00","","","","£126,834.29","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£140,775.50","","","","£20,156.02","£0.00","","Uncapped","£21,135.38","Uncapped","£0.00","£41,291.40","£182,066.90"
"Eleanor Laing","Epping Forest CC","","","£25,533.58","£0.00","","","","£145,512.97","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£171,046.55","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£171,046.55"
"Elfyn Llwyd","Dwyfor Meirionnydd CC","","","£2,437.61","£0.00","","","","£12,579.00","£0.00","n/a","","£0.00","£0.00","n/a","","£62,089.27","£0.00","£77,105.88","","","","£2,227.42","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£2,227.42","£79,333.30"
"Elizabeth Anne McInnes","Heywood and Middleton CC","","","£13,317.15","£0.00","","","","£126,715.71","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£140,032.86","","","","£13,629.57","£0.00","","Uncapped","£3,513.55","Uncapped","£0.00","£17,143.12","£157,175.98"
"Elizabeth Truss","South West Norfolk CC","","","£15,666.86","£0.00","","","","£139,944.32","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,611.18","","","","£2,379.19","£0.00","","Uncapped","£5,855.60","Uncapped","£517.25","£8,752.04","£164,363.22"
"Emily Thornberry","Islington South and Finsbury BC","","","£26,560.28","£0.00","","","","£146,743.50","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£173,303.78","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£173,303.78"
"Emma Lewell-Buck","South Shields BC","","","£19,848.30","£0.00","","","","£120,614.82","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£140,463.12","","","","£18,383.56","£0.00","","Uncapped","£9,603.35","Uncapped","£1,094.90","£29,081.81","£169,544.93"
"Emma Reynolds","Wolverhampton North East BC","","","£21,084.54","£0.00","","","","£135,464.61","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£156,549.15","","","","£9,784.79","£0.00","","Uncapped","£3,147.00","Uncapped","£0.00","£12,931.79","£169,480.94"
"Eric Joyce","Falkirk CC","","","£1,726.88","£0.00","","","","£12,336.18","£0.00","n/a","","£0.00","£0.00","n/a","","£69,953.83","£0.00","£84,016.89","","","","£0.00","£0.00","","Uncapped","£2,835.08","Uncapped","£831.76","£3,666.84","£87,683.73"
"Eric Ollerenshaw","Lancaster and Fleetwood CC","","","£605.71","£0.00","","","","£13,019.73","£0.00","n/a","","£0.00","£0.00","n/a","","£38,453.55","£0.00","£52,078.99","","","","£0.00","£0.00","","Uncapped","£85.40","Uncapped","£0.00","£85.40","£52,164.39"
"Eric Pickles","Brentwood and Ongar CC","","","£6,450.43","£0.00","","","","£138,746.58","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£145,197.01","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£145,197.01"
"Esther McVey","Wirral West CC","","","£611.43","£0.00","","","","£11,171.83","£0.00","n/a","","£0.00","£0.00","n/a","","£36,212.86","£0.00","£47,996.12","","","","£4,875.00","£0.00","","Uncapped","£1,141.00","Uncapped","£791.74","£6,807.74","£54,803.86"
"Fabian Hamilton","Leeds North East BC","","","£22,827.76","£0.00","","","","£161,655.87","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£184,483.63","","","","£0.00","£0.00","","Uncapped","£3,878.65","Uncapped","£5,983.32","£9,861.97","£194,345.60"
"Fiona Bruce","Congleton CC","","","£20,792.32","£0.00","","","","£114,128.58","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£134,920.90","","","","£4,152.15","£0.00","","Uncapped","£7,349.97","Uncapped","£0.00","£11,502.12","£146,423.02"
"Fiona Mactaggart","Slough BC","","","£25,934.67","£0.00","","","","£150,190.61","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£176,125.28","","","","£0.00","£0.00","","Uncapped","£435.30","Uncapped","£0.00","£435.30","£176,560.58"
"Fiona O'Donnell","East Lothian CC","","","£715.44","£0.00","","","","£13,748.90","£0.00","n/a","","£0.00","£0.00","n/a","","£44,340.07","£0.00","£58,804.41","","","","£1,183.47","£0.00","","Uncapped","£515.49","Uncapped","£1,620.46","£3,319.42","£62,123.83"
"Flick Drummond","Portsmouth South BC","","","£14,426.35","£0.00","","","","£96,823.31","£0.00","n/a","","£5,626.53","£0.00","n/a","","£0.00","£0.00","£116,876.19","","","","£0.00","£0.00","","Uncapped","£1,371.69","Uncapped","£0.00","£1,371.69","£118,247.88"
"Francie Molloy","Mid Ulster","","","£334.65","£0.00","","","","£140,000.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£140,334.65","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£140,334.65"
"Francis Maude","Horsham CC","","","£869.94","£0.00","","","","£8,940.19","£0.00","n/a","","£0.00","£0.00","n/a","","£19,059.72","£0.00","£28,869.85","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£28,869.85"
"Frank Dobson","Holborn and St Pancras BC","","","£209.64","£0.00","","","","£15,231.04","£0.00","n/a","","£0.00","£0.00","n/a","","£68,647.95","£0.00","£84,088.63","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£84,088.63"
"Frank Doran","Aberdeen North BC","","","£1,466.87","£0.00","","","","£13,965.93","£0.00","n/a","","£0.00","£0.00","n/a","","£58,306.82","£0.00","£73,739.62","","","","£714.01","£0.00","","Uncapped","£1,501.57","Uncapped","£421.32","£2,636.90","£76,376.52"
"Frank Field","Birkenhead BC","","","£10,506.13","£0.00","","","","£129,474.28","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£139,980.41","","","","£0.00","£0.00","","Uncapped","£7,933.77","Uncapped","£0.00","£7,933.77","£147,914.18"
"Frank Roy","Motherwell and Wishaw BC","","","£264.96","£0.00","","","","£12,977.99","£0.00","n/a","","£0.00","£0.00","n/a","","£80,052.79","£0.00","£93,295.74","","","","£2,116.16","£0.00","","Uncapped","£646.60","Uncapped","£3,589.89","£6,352.65","£99,648.39"
"Gareth Johnson","Dartford CC","","","£23,886.29","£0.00","","","","£142,680.64","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£166,566.93","","","","£0.00","£0.00","","Uncapped","£1,080.50","Uncapped","£0.00","£1,080.50","£167,647.43"
"Gareth Thomas","Harrow West BC","","","£21,940.83","£0.00","","","","£143,079.75","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£165,020.58","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£165,020.58"
"Gary Streeter","South West Devon CC","","","£17,965.47","£0.00","","","","£122,091.57","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£140,057.04","","","","£20,541.94","£0.00","","Uncapped","£8,898.25","Uncapped","£0.00","£29,440.19","£169,497.23"
"Gavin Barwell","Croydon Central BC","","","£22,412.78","£0.00","","","","£141,761.31","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£164,174.09","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£164,174.09"
"Gavin Newlands","Paisley and Renfrewshire North CC","","","£21,212.20","£0.00","","","","£106,193.35","£0.00","n/a","","£5,997.33","£0.00","n/a","","£0.00","£0.00","£133,402.88","","","","£23,468.60","£0.00","","Uncapped","£24,775.40","Uncapped","£0.00","£48,244.00","£181,646.88"
"Gavin Robinson","Belfast East","","","£6,557.25","£0.00","","","","£55,803.88","£0.00","n/a","","£5,292.46","£0.00","n/a","","£0.00","£0.00","£67,653.59","","","","£19,813.26","£0.00","","Uncapped","£18,247.60","Uncapped","£0.00","£38,060.86","£105,714.45"
"Gavin Shuker","Luton South BC","","","£16,473.71","£0.00","","","","£124,836.09","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£141,309.80","","","","£0.00","£0.00","","Uncapped","£3,869.21","Uncapped","£0.00","£3,869.21","£145,179.01"
"Gavin Williamson","South Staffordshire CC","","","£22,246.72","£0.00","","","","£120,808.23","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,054.95","","","","£20,268.12","£0.00","","Uncapped","£6,196.47","Uncapped","£0.00","£26,464.59","£169,519.54"
"Gemma Doyle","West Dunbartonshire CC","","","£2,230.07","£0.00","","","","£15,051.81","£0.00","n/a","","£0.00","£0.00","n/a","","£30,145.54","£0.00","£47,427.42","","","","£0.00","£0.00","","Uncapped","£113.16","Uncapped","£51.39","£164.55","£47,591.97"
"Geoffrey Clifton-Brown","The Cotswolds CC","","","£13,492.90","£0.00","","","","£122,882.31","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£136,375.21","","","","£0.00","£0.00","","Uncapped","£2,393.21","Uncapped","£0.00","£2,393.21","£138,768.42"
"Geoffrey Cox","Torridge and West Devon CC","","","£21,016.03","£0.00","","","","£135,061.66","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£156,077.69","","","","£8,171.37","£0.00","","Uncapped","£12,924.90","Uncapped","£642.00","£21,738.27","£177,815.96"
"Geoffrey Robinson","Coventry North West BC","","","£19,383.97","£0.00","","","","£139,999.37","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£159,383.34","","","","£8,640.00","£0.00","","Uncapped","£13,830.60","Uncapped","£0.00","£22,470.60","£181,853.94"
"George Eustice","Camborne and Redruth CC","","","£14,424.43","£0.00","","","","£121,691.28","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£136,115.71","","","","£0.00","£0.00","","Uncapped","£11,358.24","Uncapped","£100.00","£11,458.24","£147,573.95"
"George Freeman","Mid Norfolk CC","","","£17,271.04","£0.00","","","","£139,793.89","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,064.93","","","","£25,449.94","£0.00","","Uncapped","£3,422.19","Uncapped","£0.00","£28,872.13","£185,937.06"
"George Galloway","Bradford West BC","","","£5,108.77","£0.00","","","","£16,032.02","£0.00","n/a","","£0.00","£0.00","n/a","","£48,518.02","£0.00","£69,658.81","","","","£1,938.68","£0.00","","Uncapped","£0.00","Uncapped","£1,141.00","£3,079.68","£72,738.49"
"George Hollingbery","Meon Valley CC","","","£12,663.42","£0.00","","","","£117,632.10","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£130,295.52","","","","£0.00","£0.00","","Uncapped","£85.80","Uncapped","£0.00","£85.80","£130,381.32"
"George Howarth","Knowsley BC","","","£18,404.35","£0.00","","","","£133,034.06","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£151,438.41","","","","£13,063.22","£0.00","","Uncapped","£13,489.30","Uncapped","£0.00","£26,552.52","£177,990.93"
"George Kerevan","East Lothian CC","","","£20,625.18","£0.00","","","","£98,380.09","£0.00","n/a","","£5,753.72","£0.00","n/a","","£0.00","£0.00","£124,758.99","","","","£19,535.83","£0.00","","Uncapped","£11,603.05","Uncapped","£0.00","£31,138.88","£155,897.87"
"George Mudie","Leeds East BC","","","£2,804.06","£0.00","","","","£14,785.31","£0.00","n/a","","£0.00","£0.00","n/a","","£85,034.27","£0.00","£102,623.64","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£124.76","£124.76","£102,748.40"
"George Osborne","Tatton CC","","","£6,146.58","£0.00","","","","£138,514.63","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£144,661.21","","","","£0.00","£0.00","","Uncapped","£1,037.10","Uncapped","£0.00","£1,037.10","£145,698.31"
"George Young","North West Hampshire CC","","","£728.21","£0.00","","","","£7,817.31","£0.00","n/a","","£0.00","£0.00","n/a","","£28,757.10","£0.00","£37,302.62","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£151.53","£151.53","£37,454.15"
"Geraint Davies","Swansea West BC","","","£22,934.19","£0.00","","","","£135,468.06","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,402.25","","","","£12,244.60","£0.00","","Uncapped","£8,144.62","Uncapped","£390.00","£20,779.22","£179,181.47"
"Gerald Howarth","Aldershot BC","","","£15,954.86","£0.00","","","","£125,676.80","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£141,631.66","","","","£3,679.83","£0.00","","Uncapped","£3,003.74","Uncapped","£0.00","£6,683.57","£148,315.23"
"Gerald Jones","Merthyr Tydfil and Rhymney CC","","","£11,225.52","£0.00","","","","£104,140.06","£0.00","n/a","","£5,805.80","£0.00","n/a","","£0.00","£0.00","£121,171.38","","","","£15,802.05","£0.00","","Uncapped","£4,394.10","Uncapped","£0.00","£20,196.15","£141,367.53"
"Gerald Kaufman","Manchester, Gorton BC","","","£6,734.69","£0.00","","","","£128,898.46","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£135,633.15","","","","£4,150.36","£0.00","","Uncapped","£8,130.66","Uncapped","£0.00","£12,281.02","£147,914.17"
"Gerry Sutcliffe","Bradford South BC","","","£1,256.81","£0.00","","","","£12,241.55","£0.00","n/a","","£0.00","£0.00","n/a","","£60,127.19","£0.00","£73,625.55","","","","£1,300.00","£0.00","","Uncapped","£32.70","Uncapped","£1,300.00","£2,632.70","£76,258.25"
"Gisela Stuart","Birmingham, Edgbaston BC","","","£22,510.20","£0.00","","","","£113,151.94","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£135,662.14","","","","£11,280.40","£0.00","","Uncapped","£5,254.60","Uncapped","£510.00","£17,045.00","£152,707.14"
"Glenda Jackson","Hampstead and Kilburn BC","","","£284.28","£0.00","","","","£13,148.77","£0.00","n/a","","£0.00","£0.00","n/a","","£51,715.00","£0.00","£65,148.05","","","","£0.00","£0.00","","Uncapped","£69.40","Uncapped","£0.00","£69.40","£65,217.45"
"Gloria De Piero","Ashfield CC","","","£13,682.93","£0.00","","","","£107,150.39","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£120,833.32","","","","£18,779.45","£0.00","","Uncapped","£3,306.75","Uncapped","£0.00","£22,086.20","£142,919.52"
"Glyn Davies","Montgomeryshire CC","","","£16,681.56","£0.00","","","","£126,803.47","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,485.03","","","","£20,565.09","£0.00","","Uncapped","£11,578.25","Uncapped","£0.00","£32,143.34","£175,628.37"
"Gordon Banks","Ochil and South Perthshire CC","","","£2,938.81","£0.00","","","","£13,509.48","£0.00","n/a","","£0.00","£0.00","n/a","","£36,491.00","£0.00","£52,939.29","","","","£3,023.88","£0.00","","Uncapped","£506.92","Uncapped","£400.91","£3,931.71","£56,871.00"
"Gordon Birtwistle","Burnley BC","","","£1,559.11","£0.00","","","","£15,961.74","£0.00","n/a","","£0.00","£0.00","n/a","","£43,995.72","£0.00","£61,516.57","","","","£1,571.47","£0.00","","Uncapped","£342.15","Uncapped","£191.74","£2,105.36","£63,621.93"
"Gordon Brown","Kirkcaldy and Cowdenbeath CC","","","£844.31","£0.00","","","","£24,483.83","£0.00","n/a","","£0.00","£0.00","n/a","","£41,894.44","£0.00","£67,222.58","","","","£0.00","£0.00","","Uncapped","£1,660.82","Uncapped","£0.00","£1,660.82","£68,883.40"
"Gordon Henderson","Sittingbourne and Sheppey CC","","","£17,585.97","£0.00","","","","£115,572.37","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,158.34","","","","£0.00","£0.00","","Uncapped","£5,893.60","Uncapped","£0.00","£5,893.60","£139,051.94"
